length,entropy,mean,std,median,chi2_stat,chi2_p_value,unique_bytes,unique_ratio,max_freq,min_freq,freq_range,freq_std,mod_8,mod_16,is_mod_8,is_mod_16,first_byte,starts_with_0x30,is_der,autocorr_1,autocorr_2,autocorr_8,bit_entropy,nibble_chi2,rep_8,rep_16,algorithm
32,4.8125,106.7188,69.6326,87.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,171,0,0,0.207109,-0.100424,-0.395405,0.962917,20.0,0,0,SHA3-256
32,4.875,161.3438,55.9663,165.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,239,0,0,0.063372,-0.06301,0.475506,0.976132,11.0,0,0,SHA3-256
32,4.8125,118.375,62.5668,120.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,192,0,0,0.050488,-0.167123,-0.218475,0.989717,14.0,0,0,SHA3-256
32,4.9375,124.1562,82.3829,123.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,230,0,0,0.064237,0.108549,-0.133891,0.985742,15.0,0,0,SHA3-256
32,5.0,142.9688,78.7323,142.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,232,0,0,0.078834,0.199333,0.398503,0.963842,12.0,0,0,SHA3-256
32,4.60141,121.9062,70.1144,123.5,336.0,0.000495,26,0.1016,3,0,3,0.405,0,0,1,1,181,0,0,-0.065958,-0.179321,0.029017,0.983974,15.5,0,0,SHA3-256
32,4.78891,122.2812,60.8493,123.0,288.0,0.076098,29,0.1133,3,0,3,0.375,0,0,1,1,111,0,0,0.080742,-0.009776,-0.309847,0.984397,18.5,0,0,SHA3-256
32,5.0,138.4062,69.7898,147.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,14,0,0,0.070362,-0.162971,-0.478574,0.98582,9.5,0,0,SHA3-256
32,4.75,138.5312,75.9778,145.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,115,0,0,0.253097,-0.145433,0.324155,0.990104,11.5,0,0,SHA3-256
32,4.9375,126.3438,68.637,124.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,7,0,0,-0.251712,0.217927,-0.288359,0.962556,11.5,0,0,SHA3-256
32,4.6875,140.875,59.0443,128.0,304.0,0.019057,27,0.1055,2,0,2,0.3853,0,0,1,1,197,0,0,-0.059904,-0.124123,-0.107473,0.952251,22.5,0,0,SHA3-256
32,5.0,124.6562,67.3278,134.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,150,0,0,-0.173686,0.051646,0.017405,0.964641,11.5,0,0,SHA3-256
32,5.0,126.9062,65.576,126.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,150,0,0,-0.192261,-0.059147,0.034712,0.978337,25.0,0,0,SHA3-256
32,4.8125,120.4688,70.7972,112.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,4,0,0,-0.15465,0.108759,-0.005698,0.984326,11.0,0,0,SHA3-256
32,4.75,122.375,75.3557,121.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,35,0,0,-0.335424,-0.157601,0.022892,0.974203,23.0,0,0,SHA3-256
32,4.9375,136.3125,69.1251,154.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,46,0,0,-0.247675,0.061122,-0.164232,0.9837,19.0,0,0,SHA3-256
32,4.9375,97.4062,73.8795,77.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,76,0,0,-0.086742,0.074135,0.130132,0.952083,18.5,0,0,SHA3-256
32,4.875,143.1562,79.6477,150.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,184,0,0,0.16238,-0.175937,-0.363427,0.967271,19.0,0,0,SHA3-256
32,4.8125,123.0938,75.0943,108.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,59,0,0,-0.26259,-0.07519,-0.134976,0.979417,17.5,0,0,SHA3-256
32,4.9375,121.9688,81.1532,116.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,22,0,0,-0.386464,0.101836,-0.163047,0.978873,8.0,0,0,SHA3-256
32,5.0,124.8125,81.8812,111.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,100,0,0,-0.164213,0.27981,0.219233,0.978839,11.5,0,0,SHA3-256
32,4.9375,127.4062,75.8509,124.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,119,0,0,-0.290088,0.041677,-0.295015,0.981819,13.5,0,0,SHA3-256
32,4.9375,151.0625,67.5051,172.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,200,0,0,-0.076441,-0.297038,0.030721,0.979017,17.0,0,0,SHA3-256
32,4.9375,123.9375,84.1576,142.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,217,0,0,-0.129612,0.209663,-0.131763,0.977915,8.0,0,0,SHA3-256
32,4.9375,124.6875,75.2469,130.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,43,0,0,0.175655,-0.200451,-0.002794,0.968308,9.0,0,0,SHA3-256
32,4.75,132.1562,65.9503,127.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,72,0,0,-0.148288,-0.140295,-0.023678,0.991516,10.5,0,0,SHA3-256
32,4.9375,135.875,75.1023,155.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,120,0,0,0.044089,-0.049564,0.494154,0.985457,6.0,0,0,SHA3-256
32,4.9375,113.375,65.9426,111.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,17,0,0,0.004672,0.236543,0.047898,0.971488,13.0,0,0,SHA3-256
32,4.875,114.9375,56.8078,114.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,160,0,0,-0.093734,-0.314429,0.111073,0.986491,4.0,0,0,SHA3-256
32,4.75,144.7812,81.1818,168.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,195,0,0,0.230772,-0.027891,-0.026924,0.969346,22.0,0,0,SHA3-256
32,4.64032,137.875,75.7256,138.5,336.0,0.000495,27,0.1055,3,0,3,0.405,0,0,1,1,190,0,0,-0.007727,-0.158892,0.166524,0.97353,16.0,0,0,SHA3-256
32,4.8125,145.375,75.114,160.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,255,0,0,-0.00741,0.071892,-0.099504,0.984749,12.5,0,0,SHA3-256
32,4.875,143.0,70.5434,155.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,200,0,0,-0.060588,-0.106072,-0.008726,0.993281,12.0,0,0,SHA3-256
32,4.875,139.2812,74.7656,166.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,91,0,0,-0.233478,-0.166646,0.206094,0.978983,8.0,0,0,SHA3-256
32,4.75,130.2188,69.995,141.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,43,0,0,0.032204,-0.161642,-0.023495,0.983974,13.0,0,0,SHA3-256
32,4.875,146.0312,62.1578,153.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,91,0,0,-0.073038,-0.221513,-0.09496,0.95344,19.0,0,0,SHA3-256
32,4.8125,99.8438,70.9283,90.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,197,0,0,0.164093,-0.201908,0.328941,0.977571,11.5,0,0,SHA3-256
32,4.875,140.5,73.3757,132.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,123,0,0,-0.005217,-0.282884,-0.388089,0.983666,14.0,0,0,SHA3-256
32,4.9375,114.5625,60.0822,120.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,95,0,0,-0.02735,-0.277573,-0.235405,0.987233,5.5,0,0,SHA3-256
32,4.9375,150.5625,75.4598,169.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,217,0,0,0.201135,-0.099966,-0.214902,0.975783,15.0,0,0,SHA3-256
32,4.875,114.1562,68.5994,111.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,34,0,0,-0.036275,-0.325912,-0.092859,0.966893,15.0,0,0,SHA3-256
32,4.9375,129.625,68.1362,134.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,138,0,0,0.011559,0.012159,-0.129738,0.974238,10.0,0,0,SHA3-256
32,4.875,115.1562,72.7329,112.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,96,0,0,-0.279353,-0.039121,-0.008734,0.978983,5.0,0,0,SHA3-256
32,4.875,136.0625,70.6373,132.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,229,0,0,-0.036992,-0.011188,-0.246088,0.991516,5.0,0,0,SHA3-256
32,4.9375,131.7812,70.4737,131.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,15,0,0,-0.146275,-0.26277,-0.166374,0.975501,15.0,0,0,SHA3-256
32,4.875,136.8438,75.3422,138.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,53,0,0,-0.066195,-0.181723,0.04206,0.976993,12.5,0,0,SHA3-256
32,5.0,142.3125,69.3512,134.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,223,0,0,-0.06999,0.042524,0.102399,0.9837,10.5,0,0,SHA3-256
32,4.9375,123.5625,73.4396,128.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,255,0,0,-0.018418,0.047794,-0.01391,0.978983,11.5,0,0,SHA3-256
32,4.9375,141.7812,72.0211,133.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,118,0,0,-0.281616,-0.188577,0.085755,0.978916,5.0,0,0,SHA3-256
32,4.875,134.9375,67.3832,148.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,30,0,0,0.297054,0.100376,0.43305,0.982973,11.5,0,0,SHA3-256
32,4.8125,137.2812,74.1848,144.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,128,0,0,0.085913,0.060078,0.058884,0.988646,12.5,0,0,SHA3-256
32,4.875,131.3125,69.9328,127.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,147,0,0,-0.091919,-0.150335,0.335541,0.983336,23.5,0,0,SHA3-256
32,5.0,134.8438,74.8365,136.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,75,0,0,0.06336,-0.011008,-0.049349,0.986103,13.0,0,0,SHA3-256
32,4.72641,120.7188,70.0313,141.5,304.0,0.019057,28,0.1094,3,0,3,0.3853,0,0,1,1,90,0,0,0.066593,0.193578,0.006397,0.969642,14.5,0,0,SHA3-256
32,4.9375,118.4375,77.643,128.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,164,0,0,-0.021941,0.065694,0.220883,0.984679,19.5,0,0,SHA3-256
32,4.9375,98.875,73.2695,111.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,11,0,0,0.083006,0.311862,-0.273508,0.962835,23.5,0,0,SHA3-256
32,4.75,93.5938,67.1555,95.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,156,0,0,0.080409,-0.362818,0.022401,0.961361,35.0,0,0,SHA3-256
32,4.8125,144.6875,69.0224,165.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,247,0,0,0.076455,-0.305763,-0.045135,0.978701,14.0,0,0,SHA3-256
32,4.875,140.25,68.374,148.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,152,0,0,-0.029939,-0.036588,0.23976,0.973948,16.0,0,0,SHA3-256
32,4.8125,123.7812,67.313,137.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,206,0,0,-0.035623,0.0404,-0.24953,0.981501,8.5,0,0,SHA3-256
32,5.0,130.7188,68.3608,123.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,138,0,0,0.283952,-0.016879,-0.008548,0.991834,5.5,0,0,SHA3-256
32,4.875,126.9375,67.1449,139.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,145,0,0,-0.470887,0.223677,0.017244,0.981357,16.0,0,0,SHA3-256
32,4.6875,106.8438,75.3501,105.0,304.0,0.019057,27,0.1055,2,0,2,0.3853,0,0,1,1,153,0,0,-0.133847,-0.14591,0.070392,0.965794,20.5,0,0,SHA3-256
32,4.9375,150.0938,67.7654,168.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,78,0,0,-0.133495,0.042623,0.074386,0.971331,17.0,0,0,SHA3-256
32,4.8125,132.5625,62.7554,142.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,246,0,0,0.013572,0.204824,0.169486,0.947341,27.5,0,0,SHA3-256
32,4.875,137.1875,67.2702,134.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,161,0,0,-0.093142,-0.254661,0.277394,0.972935,15.5,0,0,SHA3-256
32,4.9375,111.2188,77.1033,102.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,42,0,0,0.114888,-0.020431,0.031469,0.979933,24.0,0,0,SHA3-256
32,4.75,147.7812,72.0862,154.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,200,0,0,-0.135103,0.122008,0.095182,0.980113,13.5,0,0,SHA3-256
32,4.875,111.1562,63.3513,109.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,30,0,0,0.13683,-0.204544,-0.018802,0.987256,8.5,0,0,SHA3-256
32,4.6875,121.4375,66.4299,118.5,304.0,0.019057,27,0.1055,2,0,2,0.3853,0,0,1,1,163,0,0,-0.287996,0.253313,0.35381,0.973572,19.5,0,0,SHA3-256
32,4.75,131.375,75.1863,127.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,156,0,0,0.074093,-0.183147,-0.377416,0.963963,10.0,0,0,SHA3-256
32,4.875,133.3125,72.4993,139.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,101,0,0,0.258322,0.175937,0.001962,0.973851,19.0,0,0,SHA3-256
32,4.75,124.625,62.0608,123.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,193,0,0,-0.249493,-0.074697,-0.033207,0.975465,11.0,0,0,SHA3-256
32,4.6875,116.0,66.8118,116.0,304.0,0.019057,27,0.1055,2,0,2,0.3853,0,0,1,1,7,0,0,0.171296,-0.074294,-0.087346,0.972605,15.0,0,0,SHA3-256
32,5.0,114.6875,70.3462,103.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,8,0,0,-0.17198,0.051115,-0.065046,0.964212,6.5,0,0,SHA3-256
32,4.9375,136.5,69.3285,147.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,157,0,0,-0.224552,0.27984,-0.442006,0.965446,22.5,0,0,SHA3-256
32,4.875,124.25,65.1493,129.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,231,0,0,0.145542,-0.025202,-0.1778,0.996118,24.0,0,0,SHA3-256
32,5.0,135.9375,80.9243,133.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,101,0,0,-0.036316,0.082866,-0.076639,0.987964,9.5,0,0,SHA3-256
32,5.0,118.3125,78.4066,109.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,7,0,0,0.081628,0.061879,-0.282433,0.968229,29.5,0,0,SHA3-256
32,4.85141,119.2812,68.2666,122.5,272.0,0.221829,30,0.1172,3,0,3,0.3644,0,0,1,1,138,0,0,0.068352,-0.173627,-0.175179,0.980113,17.5,0,0,SHA3-256
32,4.875,138.9688,68.0425,150.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,190,0,0,-0.1693,-0.193335,-0.000451,0.988646,16.0,0,0,SHA3-256
32,4.66391,146.8438,69.1096,165.5,320.0,0.003534,27,0.1055,3,0,3,0.3953,0,0,1,1,193,0,0,-0.068532,-0.111807,-0.128294,0.972755,19.0,0,0,SHA3-256
32,4.8125,130.0,69.3172,110.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,124,0,0,0.112139,-0.008068,-0.132135,0.945766,14.5,0,0,SHA3-256
32,4.9375,138.0312,73.0704,129.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,236,0,0,0.044536,-0.212723,-0.051929,0.98868,17.0,0,0,SHA3-256
32,4.78891,163.125,69.2964,170.5,288.0,0.076098,29,0.1133,3,0,3,0.375,0,0,1,1,154,0,0,-0.159858,0.058336,0.042694,0.949848,18.5,0,0,SHA3-256
32,4.75,143.6875,71.4674,154.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,114,0,0,-0.069616,0.054937,0.184123,0.987256,11.5,0,0,SHA3-256
32,4.875,122.875,73.4633,125.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,223,0,0,0.106831,-0.076439,0.151875,0.988654,19.0,0,0,SHA3-256
32,4.875,139.5312,78.9394,120.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,49,0,0,0.164675,-0.036658,0.433731,0.978278,18.0,0,0,SHA3-256
32,5.0,139.5625,73.697,130.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,212,0,0,-0.090121,-0.283478,-0.11298,0.990774,10.0,0,0,SHA3-256
32,4.875,138.5938,68.8235,139.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,136,0,0,-0.131435,0.011404,0.003363,0.974312,11.5,0,0,SHA3-256
32,5.0,118.0,67.2175,116.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,136,0,0,0.029013,-0.196078,-0.002054,0.992929,7.5,0,0,SHA3-256
32,4.9375,130.0312,66.8574,132.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,105,0,0,0.039912,0.118084,0.217692,0.987233,4.5,0,0,SHA3-256
32,5.0,131.4375,77.7717,111.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,149,0,0,-0.149155,0.097961,0.13625,0.977415,14.5,0,0,SHA3-256
32,4.9375,156.625,65.3446,158.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,106,0,0,0.060699,-0.109798,-0.35727,0.964919,17.5,0,0,SHA3-256
32,4.8125,123.8125,70.0805,137.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,209,0,0,0.09989,0.446198,0.164849,0.985786,20.0,0,0,SHA3-256
32,4.9375,128.375,68.4054,125.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,150,0,0,-0.006876,-0.141428,-0.241037,0.98582,14.5,0,0,SHA3-256
32,4.9375,118.0312,72.2943,100.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,140,0,0,-0.2411,-0.029425,-0.10491,0.992576,8.5,0,0,SHA3-256
32,4.9375,134.4688,82.2952,154.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,244,0,0,-0.049812,-0.308473,0.045667,0.989362,16.5,0,0,SHA3-256
32,4.875,135.375,72.6549,140.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,168,0,0,0.114171,0.302955,0.064071,0.966479,20.0,0,0,SHA3-256
32,4.8125,126.4688,61.4207,131.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,20,0,0,-0.227649,-0.099925,-0.185071,0.982973,14.0,0,0,SHA3-256
32,4.75,122.8438,72.0803,122.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,52,0,0,0.112282,-0.07807,-0.107016,0.987585,15.5,0,0,SHA3-256
32,5.0,130.1562,72.8698,131.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,55,0,0,0.407407,0.011809,-0.073665,0.978983,20.5,0,0,SHA3-256
32,4.875,104.7812,73.2115,114.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,201,0,0,0.266801,0.014466,-0.220077,0.936393,20.0,0,0,SHA3-256
32,5.0,106.9375,68.0735,87.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,220,0,0,-0.060819,-0.020233,0.048942,0.989362,15.0,0,0,SHA3-256
32,4.8125,131.1562,79.9277,138.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,239,0,0,-0.031134,0.257073,0.112765,0.980818,12.5,0,0,SHA3-256
32,4.9375,128.125,70.1297,122.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,68,0,0,0.11176,0.022282,0.124325,0.981357,16.5,0,0,SHA3-256
32,4.875,139.8125,55.79,143.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,220,0,0,0.125702,-0.060745,0.032132,0.986173,15.0,0,0,SHA3-256
32,4.85141,137.125,67.7771,134.5,272.0,0.221829,30,0.1172,3,0,3,0.3644,0,0,1,1,76,0,0,-0.068536,0.010649,-0.422817,0.984997,19.0,0,0,SHA3-256
32,4.75,124.9375,71.7291,111.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,239,0,0,-0.22039,-0.194726,-0.12748,0.964033,22.0,0,0,SHA3-256
32,4.875,154.4062,71.5214,160.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,100,0,0,-0.329411,0.08339,-0.018842,0.967883,21.0,0,0,SHA3-256
32,4.875,109.9062,68.1173,81.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,65,0,0,0.019423,0.108787,-0.303246,0.970099,18.0,0,0,SHA3-256
32,4.9375,111.5312,70.5722,97.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,143,0,0,-0.203147,-0.330882,0.151369,0.972935,20.0,0,0,SHA3-256
32,4.875,124.1875,66.6551,130.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,190,0,0,-0.146867,-0.173597,-0.358602,0.986491,21.5,0,0,SHA3-256
32,4.9375,144.0938,73.2019,137.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,58,0,0,-0.029336,-0.319464,-0.205182,0.989024,20.0,0,0,SHA3-256
32,4.8125,106.4375,81.0497,74.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,54,0,0,0.014009,-0.168771,0.414333,0.972853,16.0,0,0,SHA3-256
32,4.8125,135.8125,71.0666,150.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,121,0,0,-0.296341,-0.040931,0.170437,0.971494,16.0,0,0,SHA3-256
32,4.9375,125.3125,75.9755,138.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,86,0,0,-0.053514,0.33136,0.03201,0.985104,8.0,0,0,SHA3-256
32,4.8125,119.8125,69.7013,127.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,152,0,0,0.038991,0.338555,-0.152269,0.983277,14.5,0,0,SHA3-256
32,4.875,108.9375,74.5293,106.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,98,0,0,-0.540695,0.37784,0.005297,0.94115,19.5,0,0,SHA3-256
32,4.9375,132.0,72.3537,138.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,72,0,0,-0.078756,0.097449,0.228146,0.981594,13.0,0,0,SHA3-256
32,5.0,140.7812,71.2718,146.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,118,0,0,-0.205477,-0.024248,-0.296527,0.988293,9.5,0,0,SHA3-256
32,5.0,127.5625,68.9705,134.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,41,0,0,0.217012,-0.175035,0.016521,0.984397,16.5,0,0,SHA3-256
32,4.875,120.0312,82.5687,120.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,42,0,0,-0.312505,0.108286,0.067869,0.981103,10.5,0,0,SHA3-256
32,4.9375,140.125,72.0181,133.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,188,0,0,0.277318,-0.04807,-0.160889,0.947037,18.5,0,0,SHA3-256
32,4.75,122.75,76.0222,114.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,62,0,0,-0.00656,-0.106906,-0.170221,0.976745,8.0,0,0,SHA3-256
32,4.75,99.5938,66.3065,94.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,130,0,0,-0.335019,0.343964,-0.001364,0.94388,19.5,0,0,SHA3-256
32,4.875,101.5312,61.0901,106.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,104,0,0,0.053895,-0.176091,-0.181163,0.956889,15.0,0,0,SHA3-256
32,4.875,112.8125,73.8759,123.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,21,0,0,-0.241521,0.088131,-0.164379,0.961369,8.0,0,0,SHA3-256
32,4.72641,131.25,66.5751,125.0,304.0,0.019057,28,0.1094,3,0,3,0.3853,0,0,1,1,49,0,0,-0.194884,-0.089296,-0.133785,0.98681,8.0,0,0,SHA3-256
32,4.9375,154.9688,58.917,151.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,116,0,0,0.072975,-0.091966,0.157873,0.968652,22.0,0,0,SHA3-256
32,5.0,129.8125,77.6178,141.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,100,0,0,0.030834,-0.039083,-0.021102,0.959714,15.5,0,0,SHA3-256
32,4.8125,130.2812,69.3286,138.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,209,0,0,0.251889,0.094525,-0.14995,0.962903,13.5,0,0,SHA3-256
32,5.0,116.4375,84.809,109.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,128,0,0,-0.174674,-0.197556,0.021323,0.98189,9.5,0,0,SHA3-256
32,5.0,123.3125,66.5256,118.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,120,0,0,-0.213529,-0.15431,-0.186343,0.979053,21.5,0,0,SHA3-256
32,4.875,125.4375,69.2608,129.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,170,0,0,-0.093681,0.044048,-0.335656,0.977923,18.0,0,0,SHA3-256
32,4.85141,128.9062,62.6719,129.5,272.0,0.221829,30,0.1172,3,0,3,0.3644,0,0,1,1,125,0,0,-0.046051,-0.404064,-0.10607,0.987222,12.5,0,0,SHA3-256
32,4.75,119.625,68.8748,106.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,104,0,0,-0.175706,0.193003,-0.061208,0.947889,12.0,0,0,SHA3-256
32,4.8125,135.125,61.9616,131.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,250,0,0,0.23529,-0.031711,0.326809,0.992585,22.0,0,0,SHA3-256
32,5.0,130.9062,80.0829,123.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,127,0,0,-0.12586,-0.093442,-0.341765,0.982198,12.0,0,0,SHA3-256
32,5.0,114.2812,72.0027,108.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,185,0,0,0.023848,-0.131498,0.202239,0.977949,13.5,0,0,SHA3-256
32,4.875,156.25,63.3907,158.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,53,0,0,0.139461,-0.064761,0.311604,0.979725,11.0,0,0,SHA3-256
